# setup ID, motion table, sound table, combat table
020010D5,,20000014,
020012D4,,20000014,
02000CDB,,20000014,
020010E2,,20000014,
0200013A,,,
02000038,090000AB,,
02000FE3,0900013A,,
02000172,,,
020000FB,,20000014,
02000103,,20000014,
02000101,,20000014,
02000100,,20000014,
020000FF,,20000014,
0200017A,,20000014,
02000AE0,,20000014,
02000AE3,,20000014,
02000B80,,20000014,
02000FF6,,20000014,
0200101D,,20000014,
0200115E,,20000014,
0200115D,,20000014,
02000118,,20000014,
0200011E,,20000014,
020000A6,,20000014,
02000295,,20000014,
020000A5,,20000014,
02000293,,20000014,
02000294,,20000014,
020000A9,,20000014,
020000AC,,20000014,
02000B5D,,20000014,
02000B5E,,20000014,
02000B5F,,20000014,
02000B60,,20000014,
0200004F,,20000014,
02000123,,20000014,
02000186,,20000014,
0200011F,,20000014,
02000112,,,
02000270,,,
02000120,,,
02000107,,,
02000106,,,
02000121,,,
02000122,,,
02000108,,,
02000272,,,
0200017E,,,
0200010B,,,
0200010C,,,
0200018D,,,
02000187,,,
02000610,,,
020006EA,,,
020006EB,,,
020006ED,,,
020006F1,,,
02000489,,,
0200048A,,,
020006EE,,,
020006D8,,,
02000612,,,
020006EF,,,
020006DA,,,
020006DF,,,
02000611,,,
020005C5,,,
020006E9,,,
020006E5,,,
020006E8,,,
020006E4,,,
020006E7,,,
020006E6,,,
020006D7,,,
020006DC,,,
02000CD9,,20000014,
02000982,,20000014,
020003E0,,20000014,
02000FFC,,20000014,
020003CC,,,
0200043C,,,
020006F0,,,
020006D9,,,
020006DB,,,
020006DE,,,
020006E1,,,
020006E2,,,
020006E3,,,
0200068D,,20000014,
020006EC,,,
02000852,,,
02000351,,,
02000354,,,
020000A8,,20000014,
0200088D,,20000014,
02000866,,,
02000867,,,
02000868,,,
02000981,,,
02000987,,,
0200093C,,,
020009A8,,,
0200099A,,,
020009D0,,20000014,
02000128,,20000014,
02000345,,20000014,
020009EE,,20000014,
020009F2,,20000014,
020009E6,,,
02000A06,,20000014,
02000A07,,20000014,
02000A0C,,20000014,
02000A1A,,20000014,
02000A11,,20000014,
02000A13,,20000014,
02000A10,,20000014,
02000490,,,
02000493,,,
02000A34,,20000014,
02000F3F,,20000014,
02000F40,,20000014,
02000A9C,,20000014,
02000ACE,,20000014,
020008FF,,,
02000B25,,20000014,
02000AE2,,20000014,
02000AF6,,20000014,
02000597,,2000005B,
02000AF7,,20000014,
02000AFB,,20000014,
02000AF9,,20000014,
02000AFD,,20000014,
02000AAE,,,
02000A9E,,,
02000AA3,,,
02000A98,,,
02000ADD,,,
02000A94,,,
02000B55,,,
02000374,,20000014,
02000375,,20000014,
020008FE,,20000014,
02000908,,20000014,
02000B8E,,,
02000BD7,,,
0200016D,,,
02000BC0,,20000014,
02000BCA,,,
02000BE3,,,
02000920,,,
02000BE4,,,
02000BE5,,,
02000C31,,20000014,
02000C01,,,
02000C00,,,
02000AAF,090000D6,,
02000C59,,,
02000C85,,,
02000C80,,20000014,
02000C81,,,
02000C84,,,
02000C8C,,,
02000C8D,,,
02000C8E,,,
02000C8F,,,
02000C86,,,
02000C93,,,
02000C91,,,
02000C92,,,
02000C94,,,
02000C97,,,
02000C96,,,
02000C95,,,
02000C99,,,
02000C98,,,
02000C9B,,,
02000C9A,,,
02000CCF,,20000014,
02000CB0,,,
02000CB1,,,
02000CAF,,,
02000CB2,,,
02000CB3,,,
02000CBE,,,
02000CC7,,,
02000CB4,,,
02000CB7,,,
02000CBA,,,
02000CC1,,,
02000CBD,,,
02000CC0,,,
02000CBF,,,
02000CC4,,,
02000CBB,,,
02000CC3,,,
02000CC6,,,
02000CBC,,,
02000CB8,,,
02000CB6,,,
02000CC8,,,
02000CC2,,,
02000CB9,,,
02000CB5,,,
02000CC5,,,
02000D49,,20000014,
02000D44,,,
02000D46,,,
02000D47,,,
02000D42,,,
02000D43,,,
02000D45,,,
02000CD2,,,
02000CD7,,,
02000B51,,,
02000CD3,,,
02000CD4,,,
02000CD5,,,
02000CD6,,,
02000D4D,,20000014,
02000D4E,,20000014,
02000AA1,,,
02000D40,,20000014,
02000D5B,,,
02000C2B,,,
02000C28,,,
020006F9,,,
02000C2C,,,
02000593,,,
02000D62,,,
02000D64,,,
02000D63,,,
02000D65,,,
02000B21,,,
02000D7E,,,
02000D7F,,,
02000D81,,,
02000D80,,,
02000B22,,,
02000997,,,
02000B6C,,,
02000D77,,,
020001EC,,,
02000D91,,,
02000D8E,,,
02000D8B,,,
02000D89,,,
02000D90,,,
02000D8D,,,
02000D92,,,
02000D87,,,
02000D8F,,,
02000D88,,,
02000D8A,,,
02000D8C,,,
02000E45,,20000014,
02000E02,,20000014,
02000E17,,,
02000376,,,
02000E0B,,20000014,
02000C2D,,,
02000C2E,,,
02000E44,,20000014,
02000E1F,,,
02000E20,,,
02000E21,,,
02000E22,,,
02000E23,,,
02000E24,,,
02000E2E,,,
02000E26,,,
02000E27,,,
02000E28,,,
02000E29,,,
02000949,,20000014,
02000E8A,,,
02000EE8,,,
02000F08,,20000014,
020001F1,,,
02000E7F,,20000014,
02000E80,,20000014,
02000E81,,20000014,
02000EC4,,20000014,
02000E67,,20000014,
02000E63,,,
02000E7B,,,
02000E77,,,
02000E78,,20000014,
02000E90,,,
02000E91,,,
02000E92,,,
02000E93,,,
02000E94,,,
02000E8F,,,
02000E86,,20000014,
02000E7D,,20000014,
02000E8B,,20000014,
02000E8C,,20000014,
02000E89,,,
02000E87,,20000014,
02000E88,,20000014,
02000E75,,,
02000369,,,
02000368,,,
02000E8D,,20000014,
02000E7E,,20000014,
02000FB1,,2000001E,
02000F03,,20000021,
02000F05,,20000014,
02000F04,,20000014,
02000D35,,20000014,
02000F44,,,
02000F46,,,
02000F79,,20000014,
02000F8A,,,
02000FA7,,20000014,
02000309,,20000014,
0200036D,,20000014,
02000ABB,,20000014,
02000FFD,,,
02000FFF,,,
02001001,,,
02000FFE,,,
02001000,,,
02001007,,,
02001008,,20000014,
02001009,,20000014,
0200100A,,20000014,
0200100B,,20000014,
0200100C,,20000014,
02000FF3,,20000014,
02000FF4,,20000014,
0200102B,,20000014,
0200109E,,,
02000F65,,20000014,
020010AB,,20000014,
020010A9,,20000014,
020010AA,,20000014,
020010FC,,,
020010FB,,,
02001111,,20000014,
02001110,,20000014,
02001129,,20000014,
02001147,,20000014,
02001148,,20000014,
02001146,,20000014,
020011E1,,20000014,
020011DB,,20000014,
020011E0,,20000014,
020011DA,,20000014,
020011D6,,20000014,
020011E2,,20000014,
020011DC,,20000014,
020011D8,,20000014,
020011D5,,20000014,
020011C4,,20000014,
02000125,,,
02001217,,20000014,
02001218,,20000014,
0200121A,,20000014,
02001219,,20000014,
02000144,,20000014,
02000146,,20000014,
0200121F,,20000014,
02001220,,,
02001250,,20000014,
020012B6,,,
020012B7,,,
020012A8,,20000014,
02000173,,20000064,
020001F0,,20000064,
02000C70,,20000064,
02000C6F,,20000064,
0200026B,,,
02000ACF,,,
02000111,,,
02000D4F,,,
02000214,,,
02000E5C,,,
02001158,,,
02000104,,20000014,
02000B8D,,20000014,
02000B50,,20000014,
02000BC8,,20000014,
02000BC9,,20000014,
02000706,,20000014,
02000707,,20000014,
02000705,,20000014,
02000BD1,,20000014,
02000C65,,20000014,
02000C67,,20000014,
02000719,,20000014,
0200071A,,20000014,
020009A3,,20000014,
02000AB9,,20000014,
02000FA3,09000132,20000014,
02001003,,20000014,
02001005,,20000014,
02000372,,20000014,
02001004,,20000014,
02000A53,,,
020002FC,,,
02000A8E,,,
02000A8D,,,
02000A8C,,,
02001226,,20000014,
02001223,,20000014,
02001225,,20000014,
02001224,,20000014,
02001221,,20000014,
02001222,,20000014,
02000ADF,,200000A4,
02000EAC,,200000A4,
0200011A,,200000A3,
02001027,,20000019,
02001075,,,
020010A0,,,
0200109F,,,
0200124D,,20000062,
020012B5,09000180,,
020012A3,,,
020005AE,,20000052,
02000469,,,
02000638,,20000054,
02000639,,,
02000485,,20000052,
020003FF,,,
02000E6E,,20000052,
0200068F,,20000052,
020007A7,,20000052,
020008D9,,20000052,
020008D8,,20000052,
020003CB,,20000052,
020006A9,,20000052,
020006A8,,20000052,
020008D7,,20000052,
020008D4,,20000052,
020008D3,,20000052,
020008CE,,20000052,
020008C2,,20000052,
02000840,,20000052,
02000999,,2000005F,
0200098D,,2000005F,
02000BF5,,20000052,
02000BF4,,20000052,
0200102F,,20000052,
02000DA8,,20000052,
02000A42,,,
020006F4,09000003,,
020001B3,09000003,,
02000A0D,,20000014,
02000BF0,,20000014,
020002EE,09000026,20000014,
02000EAD,09000120,20000014,
0200107D,09000150,20000014,
0200026D,,,
0200004D,09000015,20000014,
020004B9,,,
020004B8,,,
02000127,,20000014,
0200013B,,20000014,
0200012F,,20000014,
020001C7,,20000014,
02000134,,20000014,
02000135,,20000014,
02000137,,20000014,
02000147,,20000014,
02000138,,20000014,
0200013C,,20000014,
0200013E,,20000014,
02000141,,20000014,
0200013F,,20000014,
02000148,,20000014,
02000136,,20000014,
0200014B,,20000014,
020001FA,,20000014,
0200014E,,20000014,
0200014D,,20000014,
02000188,,20000014,
02000126,,20000014,
020005D7,,20000014,
0200052A,,,
020003D7,,,
020003D4,,,
020003D6,,,
02000E32,,,
02000ED2,,20000014,
020004FB,,20000014,
02000534,,20000014,
02000520,,20000014,
0200086D,,20000014,
0200054D,,20000014,
020004E7,,20000014,
020004F8,,20000014,
020004E8,,20000014,
020004EC,,20000014,
020004F6,,20000014,
020004F7,,20000014,
02000502,,20000014,
020004F9,,20000014,
02000544,,20000014,
0200056E,,20000014,
0200050F,,20000014,
02000503,,20000014,
020004F2,,20000014,
0200050A,,20000014,
0200051E,,20000014,
02000528,,20000014,
02000518,,20000014,
02000526,,20000014,
020004FA,,20000014,
02000504,,20000014,
02000509,,20000014,
020004FE,,20000014,
02000510,,20000014,
02000505,,20000014,
02000500,,20000014,
0200050E,,20000014,
02000529,,20000014,
02000515,,20000014,
02000532,,20000014,
0200053A,,20000014,
020003CF,,20000014,
02000533,,20000014,
0200054F,,20000014,
02000553,,20000014,
0200055A,,20000014,
02000554,,20000014,
02000511,,20000014,
02000525,,20000014,
02000517,,20000014,
0200052E,,20000014,
0200051B,,20000014,
02000521,,20000014,
0200051C,,20000014,
02000530,,20000014,
0200054E,,20000014,
020004F5,,20000014,
02000548,,20000014,
02000552,,20000014,
02000522,,20000014,
02000524,,20000014,
02000539,,20000014,
02000516,,20000014,
0200051A,,20000014,
02000556,,20000014,
02000527,,20000014,
0200051F,,20000014,
0200052F,,20000014,
0200052C,,20000014,
0200051D,,20000014,
020004EA,,20000014,
02000537,,20000014,
02000546,,20000014,
0200053B,,20000014,
0200053E,,20000014,
0200053D,,20000014,
02000545,,20000014,
02000540,,20000014,
02000543,,20000014,
0200053F,,20000014,
02000542,,20000014,
02000541,,20000014,
02000538,,20000014,
02000566,,20000014,
0200055F,,20000014,
0200054A,,20000014,
0200054C,,20000014,
02000551,,20000014,
0200055E,,20000014,
02000555,,20000014,
02000550,,20000014,
02000512,,20000014,
02000513,,20000014,
02000514,,20000014,
02000574,,20000014,
02000560,,20000014,
0200055B,,20000014,
0200056D,,20000014,
02000559,,20000014,
0200055D,,20000014,
02000563,,20000014,
02000561,,20000014,
02000565,,20000014,
02000575,,20000014,
02000569,,20000014,
0200056C,,20000014,
0200055C,,20000014,
02000564,,20000014,
0200056A,,20000014,
02000562,,20000014,
02000571,,20000014,
02000570,,20000014,
02000568,,20000014,
0200056F,,20000014,
0200052B,,20000014,
02000531,,20000014,
0200052D,,20000014,
02000523,,20000014,
0200061D,,20000014,
02000619,,20000014,
02000618,,20000014,
0200061A,,20000014,
0200061B,,20000014,
0200061C,,20000014,
02000615,,20000014,
02000614,,20000014,
02000616,,20000014,
02000617,,20000014,
02000EA9,,20000014,
0200085C,,20000014,
02000735,,20000014,
020007A0,,20000014,
02000795,,20000014,
02000794,,20000014,
02000793,,20000014,
02000725,,20000014,
02000720,,20000014,
0200079B,,20000014,
0200074F,,20000014,
02000781,,20000014,
02000753,,20000014,
02000780,,20000014,
02000752,,20000014,
0200077F,,20000014,
02000750,,20000014,
02000722,,20000014,
0200079D,,20000014,
0200075D,,20000014,
02000789,,20000014,
02000761,,20000014,
02000788,,20000014,
02000760,,20000014,
02000787,,20000014,
0200075E,,20000014,
02000773,,20000014,
02000721,,20000014,
0200079C,,20000014,
02000756,,20000014,
02000785,,20000014,
0200075A,,20000014,
02000784,,20000014,
02000759,,20000014,
02000783,,20000014,
02000757,,20000014,
02000723,,20000014,
0200079E,,20000014,
02000764,,20000014,
0200078D,,20000014,
02000768,,20000014,
0200078C,,20000014,
02000767,,20000014,
0200078B,,20000014,
02000765,,20000014,
02000724,,20000014,
0200079F,,20000014,
0200076B,,20000014,
02000791,,20000014,
0200076F,,20000014,
02000790,,20000014,
0200076E,,20000014,
0200078F,,20000014,
0200076C,,20000014,
02000772,,20000014,
02000776,,20000014,
02000775,,20000014,
02000726,,20000014,
020007A1,,20000014,
02000779,,20000014,
02000799,,20000014,
0200077D,,20000014,
02000798,,20000014,
0200077C,,20000014,
02000797,,20000014,
0200077A,,20000014,
0200074E,,20000014,
0200075C,,20000014,
02000755,,20000014,
02000763,,20000014,
0200076A,,20000014,
02000771,,20000014,
02000778,,20000014,
02000849,,20000014,
0200084B,,20000014,
0200086C,,20000014,
02000B9B,,20000014,
02000B8F,,20000014,
02000B96,,20000014,
02000B99,,20000014,
02000B91,,20000014,
02000B9A,,20000014,
02000B98,,20000014,
02000B90,,20000014,
02000B97,,20000014,
02000B9C,,20000014,
02000B92,,20000014,
02000BA2,,20000014,
02000B9E,,20000014,
02000B93,,20000014,
02000B9D,,20000014,
02000BA0,,20000014,
02000B94,,20000014,
02000BA1,,20000014,
02000BA3,,20000014,
02000B95,,20000014,
02000B9F,,20000014,
020008AB,,20000014,
020008B1,,20000014,
020008AA,,20000014,
020008B0,,20000014,
020008A8,,20000014,
020008AF,,20000014,
020008A9,,20000014,
020008AE,,20000014,
020008A7,,20000014,
020008AC,,20000014,
020008A6,,20000014,
020008AD,,20000014,
020008A5,,20000014,
020008B2,,20000014,
0200089F,,20000014,
0200089E,,20000014,
02000893,,20000014,
020008A0,,20000014,
020008A1,,20000014,
020008BD,,20000014,
020008C0,,20000014,
020008BF,,20000014,
020008B3,,20000014,
020008BB,,20000014,
020008B5,,20000014,
020008C1,,20000014,
020008BC,,20000014,
020008B7,,20000014,
020008B9,,20000014,
020008BE,,20000014,
020008B8,,20000014,
02000ED1,,20000014,
020009A5,,20000014,
020009D5,,20000014,
020009EA,,20000014,
020009EB,,20000014,
020009EC,,20000014,
020009E9,,20000014,
02000A01,,20000014,
02000A15,,20000014,
02000A18,,20000014,
02000A70,,20000014,
02000A75,,20000014,
02000A76,,20000014,
02000A74,,20000014,
02000A73,,20000014,
02000A72,,20000014,
02000A4B,,20000014,
02000A71,,20000014,
02000B3F,,20000014,
02000B42,,20000014,
02000B43,,20000014,
02000B44,,20000014,
02000B46,,20000014,
02000B45,,20000014,
02000B47,,20000014,
02000B4A,,20000014,
02000B4B,,20000014,
02000B48,,20000014,
02000AEB,,20000014,
02000AEE,,20000014,
02000B3D,,20000014,
02000B3E,,20000014,
02000AED,,20000014,
02000AF1,,20000014,
02000AF2,,20000014,
02000AF3,,20000014,
02000AF4,,20000014,
02000AF5,,20000014,
02000B08,,20000014,
02000B05,,20000014,
02000B0B,,20000014,
02000B09,,20000014,
02000B06,,20000014,
02000B0C,,20000014,
02000AD0,,20000014,
02000AD4,,20000014,
02000AD5,,20000014,
02000AD6,,20000014,
02000B56,,20000014,
02000B57,,20000014,
02000B59,,20000014,
02000B62,,20000014,
02000B5C,,20000014,
02000B81,,20000014,
02000C7F,,20000014,
02000CF2,,20000014,
02000CE6,,20000014,
02000CEC,,20000014,
02000CE8,,20000014,
02000CF0,,20000014,
02000CED,,20000014,
02000CEE,,20000014,
02000CE5,,20000014,
02000CEB,,20000014,
02000DA6,,20000014,
02000DC8,,20000014,
02000DC9,,20000014,
02000DCA,,20000014,
02000DCD,,20000014,
02000DCE,,20000014,
02000DC6,,20000014,
02000DCF,,20000014,
02000E3D,,20000014,
02000E3F,,20000014,
02000E3C,,20000014,
02000E3E,,20000014,
02000E31,,20000014,
02000E38,,20000014,
02000E3B,,20000014,
02000E37,,20000014,
02000E39,,20000014,
02000E30,,20000014,
02000E36,,20000014,
02000E34,,20000014,
02000E35,,20000014,
02000E2F,,20000014,
02000E49,,20000014,
02000E4C,,20000014,
02000E4A,,20000014,
02000E4D,,20000014,
02000E4B,,20000014,
02000EA5,,20000014,
02000EA8,,20000014,
02000ED0,,20000014,
02000EBF,,20000014,
02000EC0,,20000014,
02000EC1,,20000014,
02000EF9,,20000014,
02000EFB,,20000014,
02000F0C,,20000014,
02000EF8,,20000014,
02000EF5,,20000014,
02000F35,,20000014,
02000F13,,20000014,
02000F16,,20000014,
02000F15,,20000014,
02000F17,,20000014,
02000F18,,20000014,
02000F19,,20000014,
02000F1A,,20000014,
02000F39,,20000014,
02000F3B,,20000014,
02000F3A,,20000014,
02000F6B,,20000014,
02000F90,,20000014,
02000F94,,20000014,
02000FAC,,20000014,
02000FA6,,20000014,
02000FE1,,20000014,
02000FE2,,20000014,
02000FE5,,20000014,
02000FC7,,20000014,
02000FD9,,20000014,
02000FC3,,20000014,
02000FC6,,20000014,
02000FD6,,20000014,
02000FD4,,20000014,
02000FBF,,20000014,
02000FD5,,20000014,
02000FC5,,20000014,
02000FD7,,20000014,
02000FBE,,20000014,
02000FD8,,20000014,
02000FD3,,20000014,
02000FD1,,20000014,
02000FC1,,20000014,
02000FD2,,20000014,
02000FD0,,20000014,
02000FCE,,20000014,
02000FC2,,20000014,
02000FCF,,20000014,
02000FCD,,20000014,
02000FCB,,20000014,
02000FC4,,20000014,
02000FCC,,20000014,
02000FCA,,20000014,
02000FC8,,20000014,
02000FC0,,20000014,
02000FC9,,20000014,
02000FFA,,20000014,
02001020,,20000014,
02001021,,20000014,
0200101F,,20000014,
02001022,,20000014,
02001028,,20000014,
0200102E,,20000014,
02001037,,20000014,
02001038,,20000014,
0200103B,,20000014,
0200103D,,20000014,
0200103A,,20000014,
02001041,,20000014,
02001042,,20000014,
02001040,,20000014,
0200106C,,20000014,
0200106B,,20000014,
0200106A,,20000014,
02001094,,20000014,
02001088,,20000014,
0200108A,,20000014,
020010A1,,20000014,
02001099,,20000014,
02001104,,20000014,
02001107,,20000014,
02001108,,20000014,
02001109,,20000014,
0200110D,,20000014,
0200110E,,20000014,
0200110F,,20000014,
02001102,,20000014,
02001100,,20000014,
020010FF,,20000014,
020010E1,,20000014,
02001126,,20000014,
02001127,,20000014,
0200112E,,20000014,
0200112C,,20000014,
0200112D,,20000014,
0200112F,,20000014,
0200114D,,20000014,
02001150,,20000014,
02001151,,20000014,
02001152,,20000014,
02001153,,20000014,
02001154,,20000014,
02001155,,20000014,
02001193,,20000014,
0200118B,,20000014,
0200118C,,20000014,
0200118D,,20000014,
0200118E,,20000014,
0200118F,,20000014,
02001190,,20000014,
02001163,,20000014,
0200124E,,20000014,
02001246,,20000014,
02001245,,20000014,
02001244,,20000014,
02001242,,20000014,
02001243,,20000014,
02001241,,20000014,
02001211,,20000014,
02001209,,20000014,
0200120A,,20000014,
0200120B,,20000014,
0200120C,,20000014,
0200120D,,20000014,
0200120E,,20000014,
020012A7,,20000014,
020012AF,,20000014,
020012AD,,20000014,
020012DE,,20000014,
020012DF,,20000014,
020012D8,,20000014,
020012D6,,20000014,
020012DB,,20000014,
020012E9,,20000014,
020012EC,,20000014,
020012E6,,20000014,
020012E7,,20000014,
020012E5,,20000014,
020012EE,,20000014,
020012EB,,20000014,
020012D7,,20000014,
020012DC,,20000014,
02000131,,20000014,
02000132,,20000014,
02000140,,20000014,
020004F3,,20000014,
02000501,,20000014,
020004F1,,20000014,
020004FC,,20000014,
02000506,,20000014,
020004F4,,20000014,
02000507,,20000014,
0200050C,,20000014,
02000508,,20000014,
0200050B,,20000014,
0200050D,,20000014,
02000519,,20000014,
0200053C,,20000014,
02000557,,20000014,
02000536,,20000014,
02000535,,20000014,
020009A4,,20000014,
0200040D,,20000037,
02000701,,20000014,
02000974,,20000064,
0200094C,,20000014,
0200097A,,20000014,
02000BCC,,20000014,
02000B76,,20000014,
02000E62,,20000014,
02000E61,,20000014,
02000E60,,20000014,
02000E5F,,20000014,
02000E5E,,20000014,
02000EB5,,20000014,
02000ECB,,20000014,
02000ECA,,20000014,
02000ECD,,20000014,
02000ECC,,20000014,
02001039,,20000014,
0200103C,,20000014,
02001101,,20000014,
02000129,,20000014,
0200012C,,20000014,
0200012D,,20000014,
02000879,,20000014,
02000878,,20000014,
02000873,,20000014,
02000874,,20000014,
020009C9,,20000014,
02000A77,,20000014,
02000A78,,20000014,
02000B40,,20000014,
02000B41,,20000014,
02000B4C,,20000014,
02000B49,,20000014,
02000AE9,,20000014,
02000BB9,,20000014,
02000CF1,,20000014,
02000D25,,20000014,
02000D2C,,20000014,
02000D2A,,20000014,
02000D27,,20000014,
02000CE1,,20000014,
02000CF8,,20000014,
02000CFF,,20000014,
02000CFD,,20000014,
02000CFA,,20000014,
02000CE2,,20000014,
02000D07,,20000014,
02000D0E,,20000014,
02000D0C,,20000014,
02000D09,,20000014,
02000D61,,20000014,
02000DC5,,20000014,
02000DC7,,20000014,
02000DD1,,20000014,
02000E1C,,20000014,
02000E2B,,20000014,
02000E2A,,20000014,
02000EB1,,20000014,
02000EAA,,20000014,
02000EB0,,20000014,
02000EAF,,20000014,
02000EBD,,20000014,
02000EBE,,20000014,
02000EC2,,20000014,
02000F12,,20000014,
02000F14,,20000014,
02000F1B,,20000014,
02000F38,,20000014,
02000F6C,,20000014,
02000F68,,20000014,
02000F69,,20000014,
02001043,,20000014,
02001069,,20000014,
02001084,,20000014,
02001086,,20000014,
0200108C,,20000014,
02001103,,20000014,
02001105,,20000014,
02001106,,20000014,
020010DE,,20000014,
020011F5,,20000014,
020011F6,,20000014,
020011F7,,20000014,
020011F1,,20000014,
020011F2,,20000014,
020011F3,,20000014,
020011F4,,20000014,
0200114C,,20000014,
0200114E,,20000014,
0200114F,,20000014,
02001192,,20000014,
02001194,,20000014,
0200118A,,20000014,
0200124F,,20000014,
020012C8,,20000014,
020012C7,,20000014,
020012C6,,20000014,
020012C5,,20000014,
020012C4,,20000014,
020012C3,,20000014,
020012C2,,20000014,
020012CF,,20000014,
020012CE,,20000014,
020012CD,,20000014,
020012CC,,20000014,
020012CB,,20000014,
020012CA,,20000014,
020012C9,,20000014,
02001210,,20000014,
02001212,,20000014,
02001213,,20000014,
020012B0,,20000014,
020012AE,,20000014,
020012ED,,20000014,
020012E8,,20000014,
020012EA,,20000014,
020012DD,,20000014,
020012DA,,20000014,
020012D9,,20000014,
02000359,0900002E,20000034,
0200034E,0900002D,20000035,
020009AC,0900002D,20000035,
020005D3,09000003,,
020005D2,09000003,,
020005D6,09000003,,
020005D4,09000003,,
020005D5,09000003,,
020008C5,,,
020008FD,09000003,,
020007DE,09000003,,
02000C4A,09000003,,
02000C19,09000003,,
02000C17,09000003,,
02000C1C,09000003,,
02000C49,09000003,,
02001029,09000003,,
02000EFC,,20000060,
02000EF6,09000003,,
02000F2E,09000003,,
0200102A,09000003,,
02001065,,20000060,
02001144,,,
02001206,09000172,,
0200025A,09000021,,
02000450,09000021,,
02000C75,090000E9,,
020003F4,,20000036,
020003F6,,20000039,
020003FA,,2000003B,
020003F0,,20000038,
020003FC,,2000003C,
020003F3,,2000003B,
02000882,,20000039,
02000881,,20000037,
02000887,,2000003B,
02000883,,20000036,
02000884,,20000038,
02000885,,2000003B,
02000886,,2000003C,
0200087D,,2000003B,
02000880,,20000038,
0200087C,,2000003B,
02000BFE,,20000088,
02000D51,,20000037,
02000D52,,20000038,
02000DDC,,20000037,
02000DDD,,20000037,
02000DDE,,20000037,
02000DDF,,20000037,
02000E18,,2000003B,
02000EAE,,2000003B,
02001062,,2000003B,
02000C7A,090000EA,,
02000307,,20000014,
0200030B,,20000014,
020003F5,,20000014,
02000910,,20000014,
0200090E,,20000014,
02000A0E,,20000014,
02000116,,20000014,
0200027F,,20000014,
0200016C,,20000014,
02000180,,20000014,
02000975,,20000014,
020004B5,0900006D,20000043,
02000261,0900006E,20000044,
020006CC,,20000014,
02000904,,20000014,
020004BB,0900009F,20000045,
020009E2,,20000014,
02000A31,090000B6,20000073,
02000F42,,,
02000274,,20000014,
020009AB,,20000014,
02000B83,,20000014,
02000B82,,20000014,
02000BE6,090000CF,20000023,
02000BE7,090000D0,20000023,
02000BE9,090000D1,20000044,
02000C2F,090000D4,20000086,
02000C5A,090000D8,20000044,
02000C7B,0900006F,20000044,
02000C7C,0900006F,20000044,
02001166,0900006F,20000045,
02001207,0900006F,20000045,
020012A5,,20000014,
02000F0B,,20000014,
020005AF,,20000014,
02001449,,20000014,
0200130B,,20000014,
020013C5,,20000014,
02001B43,,20000014,
020013CA,,20000014,
02001A28,,200000D6,
02001A27,,20000038,
02001A29,,200000D6,
