# wcid, name, clothingbase_did, palettetemplate_int, shade_float
25313,Walking Boots,100004c2,20,0.66
25335,Virindi Consul Mask,100004c3,4,0.66
25336,Alfric's Bull,100004c6,4,0.66
25337,The Poet's Mask,100004c5,4,0.66
25338,Koji's Visage,100004c4,4,0.66
25513,Amuli Shadow Coat,100001a1,20,1
25514,Antius' Celdon Gauntlets,100004bb,14,0.66
25515,Antius' Celdon Helm,100004b9,14,0.66
25516,Amuli Shadow Leggings,100001a0,9,0.9
25517,Antius' Celdon Sollerets,100004ba,14,0.66
25522,Skull Cap,100004d0,4,0.66
25523,Rendeath Coat,100004d8,14,0.66
25524,Armoredillo Hide Cuirass,100004d4,4,0.66
25525,Mutilator Helm,100004ce,13,0.3
25526,Skeletal Helm,100004cf,14,0.66
25527,Gauloth Leggings,100004d9,8,0.66
25529,Sturdy Reedshark Robe,100004d7,14,1
25554,Knath Head,100004ca,84,0.66
25555,Moarsman Mask,100004cc,4,0.66
25556,Scary Minion Mask,100004cd,4,0.66
25557,Eye Patch,100004c9,39,0.66
25653,Koujia Breastplate,1000018c,20,0.33
25654,Platemail Gauntlets,10000011,20,0.66
25655,Helm of the Crag,100002b7,2,0.25
25656,Koujia Leggings,10000189,20,0.66
25657,Koujia Sleeves,1000018b,9,0.66
25658,Sollerets,10000054,20,0.66
25812,Sollerets of Grace,10000510,20,0.66
25839,Doomshark Hide Coat,10000514,4,0.66
25841,Scourge's Hide Leggings,10000512,39,0.66
25842,Plaguefang's Robe,10000513,14,1
25953,Cowl of the Sand,10000529,17,0.66
25954,Shadow's Mind,1000026f,4,0.66
25955,Shadow's Strike,1000026f,4,0.66
25956,Shadow's Eye,1000026f,4,0.66
26006,Ice Heaume of Frore,1000052c,1,0.8
26010,Envoy's Robe,10000532,1,1
26057,Envoy's Heaume,10000533,1,0.66
26498,Crown of Anointed Blood,10000537,8,0.66
26499,Crown of Anointed Blood,10000537,39,0.66
26500,Crown of Anointed Blood,10000537,14,0.66
26501,Ancient Armored Vestment,10000536,84,0.66
26502,Ancient Armored Vestment,10000536,93,0.66
26503,Ancient Armored Vestment,10000536,85,0.66
27087,Bastion of Tukal,100002c7,13,0.66
27088,Helm of the Crag,100002b7,2,0.25
27090,Sleeves of Inexhaustibility,100002c3,1,0.8
27128,Ancient Armored Bracers,1000053c,84,0.66
27129,Ancient Armored Bracers,1000053c,93,0.66
27130,Ancient Armored Bracers,1000053c,85,0.66
27407,Drudge Championship Belt,10000553,4,0.5
27453,Renegade Hauberk,100002c8,14,0.66
27454,Renegade Leggings,10000556,14,0.66
27651,Ornate Tumerok Breastplate,1000055a,9,0
27652,Horned Lugian Helm,10000558,14,0.66
27761,Adjanite Crown,10000561,8,0.66
27888,Mire Witch's Loincloth,1000055f,4,0.66
27889,Swamp Lord's War Paint,10000560,17,0.66
27909,Ancient Armored Long Boots,1000055d,8,0.66
27910,Ancient Armored Long Boots,1000055d,39,0.66
27911,Ancient Armored Long Boots,1000055d,14,0.66
27912,Ancient Armored Gauntlets,1000055c,8,0.66
27913,Ancient Armored Gauntlets,1000055c,39,0.66
27914,Ancient Armored Gauntlets,1000055c,14,0.66
28068,Guardian's Uniform,10000568,41,0.732
28142,Gromnie Hide Boots,10000577,14,0.1
28143,Ruddy Winged Boots,10000576,14,0.1
28144,Gromnie Hide Amuli Coat,10000578,2,0.66
28145,Heavy Gromnie Hide Coat,10000578,76,0.66
28146,Gromnie Hide Coat,10000573,18,0.66
28147,Dusky Winged Coat,10000572,9,0.66
28148,Gromnie Hide Gauntlets,1000056f,1,0.66
28149,Gromnie Hide Helmet,10000575,20,0.5
28150,Turquoise Winged Helmet,10000574,1,0.5
28151,Gromnie Hide Amuli Leggings,10000579,13,0.5
28152,Heavy Gromnie Hide Leggings,10000579,17,0.5
28153,Lustrous Winged Leggings,10000570,20,0.5
28154,Amethyst Oculus,1000057a,13,0.66
28155,Ashen Oculus,1000057a,9,0.66
28156,Teal Oculus,1000057a,1,0.66
28157,Emerald Oculus,1000057a,8,0.66
28158,Ivory Oculus,1000057a,20,0.66
28159,Ruby Oculus,1000057a,14,0.66
28160,Rusty Oculus,1000057a,44,0.66
28161,Sapphire Oculus,1000057a,2,0.66
28162,Gromnie Hide Leggings,10000571,8,0.5
28256,Canescent Mattekar Robe,10000315,2,1
28257,Canescent Mattekar Robe,10000315,14,1
28337,Ancient Armored Leggings,1000057b,8,0.66
28338,Ancient Armored Leggings,1000057b,39,0.66
28339,Ancient Armored Leggings,1000057b,14,0.66
28577,Uber Balance Testing Coat,100001a1,39,0.232
28578,Uber Balance Testing Gauntlets,1000049c,14,0.66
28579,Uber Balance Testing Helm,10000451,20,0.66
28580,Uber Balance Testing Leggings,100001a0,93,0.25
28581,Uber Balance Testing Sollerets,10000510,20,0.66
28585,Extreme Balance Testing Coat,100001a1,39,0.232
28586,High Balance Testing Coat,100001a1,39,0.232
28587,Low Balance Testing Coat,100001a1,39,0.232
28588,Mid Balance Testing Coat,100001a1,39,0.232
28589,Extreme Balance Testing Gauntlets,1000049c,14,0.66
28590,High Balance Testing Gauntlets,1000049c,14,0.66
28591,Low Balance Testing Gauntlets,1000049c,14,0.66
28592,Mid Balance Testing Gauntlets,1000049c,14,0.66
28593,Extreme Balance Testing Helm,10000451,20,0.66
28594,High Balance Testing Helm,10000451,20,0.66
28595,Low Balance Testing Helm,10000451,20,0.66
28596,Mid Balance Testing Helm,10000451,20,0.66
28597,Extreme Balance Testing Leggings,100001a0,93,0.25
28598,High Balance Testing Leggings,100001a0,93,0.25
28599,Low Balance Testing Leggings,100001a0,93,0.25
28600,Mid Balance Testing Leggings,100001a0,93,0.25
28602,High Balance Testing Sollerets,10000510,20,0.66
28603,Low Balance Testing Sollerets,10000510,20,0.66
28604,Mid Balance Testing Sollerets,10000510,20,0.66
28619,Tenassa Helm,100000ad,20,0.66
28631,Tenass Cuirass,100000a0,20,0.66
28862,Burun Guruk Mask,1000057d,4,0.66
28863,Burun Ruuk Mask,1000057f,4,0.66
28864,Chittick Mask,10000583,4,0.66
28865,Mite Mask,1000057e,4,0.66
28866,Left Peg Leg,10000585,4,0.1
28868,Right Peg Leg,10000586,4,0.1
28869,Peg Legs,10000584,4,0.1
29535,Noble Leggings,1000058e,21,0.66
29536,Noble Leggings of Balance,1000058e,21,0.66
29537,Noble Leggings of Health,1000058e,21,0.66
29538,Noble Leggings of Brilliance,1000058e,21,0.66
29539,Noble Leggings of Speed,1000058e,21,0.66
29540,Noble Leggings of Will,1000058e,21,0.66
29541,Noble Leggings of Might,1000058e,21,0.66
29542,Enscorcelled Robe,10000592,21,1
29544,Marksman's Robe,10000591,21,1
29545,Noble Sollerets,1000058c,21,0.66
29546,Noble Sollerets of Balance,1000058c,21,0.66
29547,Noble Sollerets of Health,1000058c,21,0.66
29548,Noble Sollerets of Brilliance,1000058c,21,0.66
29549,Noble Sollerets of Speed,1000058c,21,0.66
29550,Noble Sollerets of Will,1000058c,21,0.66
29551,Noble Sollerets of Might,1000058c,21,0.66
29818,Badlands Siraluun Headdress,1000030d,16,0.66
29819,Kithless Siraluun Headdress,1000030d,14,0.66
29820,Littoral Siraluun Headdress,1000030d,17,0.66
29821,Marsh Siraluun Headdress,1000030d,1,0.66
29822,Strand Siraluun Headdress,1000030d,10,0.66
29823,Tidal Siraluun Headdress,1000030d,9,0.66
29824,Timber Siraluun Headdress,1000030d,8,0.66
29825,Untamed Siraluun Headdress,1000030d,2,0.66
30262,Ancient Armored Helm,10000595,4,0.66
30263,Ancient Armored Helm,10000594,4,0.66
30264,Ancient Armored Helm,10000593,4,0.66
30702,Royal Color,1000059b,17,0.66
30703,Royal Oil,1000059b,14,0.66
30704,Royal Paint,1000059b,82,0.66
30705,Royal Dye,1000059b,8,0.66
30740,Tiara,100005a4,20,0.66
30741,Party Hat,100005a5,13,0.66
30881,Salvager's Helm,100000ad,14,0.66
1455,Cold Shield,1000009b,,
1456,Fire Shield,1000015e,,
1457,Superior Shield,100004a7,1,
3942,Aegis,10000155,39,
6439,Emblem of Marriage,1000009a,61,
7312,Kite Shield,1000009a,4,
7969,Kite Shield,1000009a,4,
8030,Shendolain Crystal Shield,10000245,13,
8033,Shendolain Soul Crystal Shield,10000245,13,
8689,A Society Buckler,1000015f,8,
8690,An Explorer Buckler,1000015f,8,
9094,Unkindled Thaumaturgic Plate Coat,10000291,20,0.5
9095,Unkindled Thaumaturgic Plate Girth,10000292,20,0.5
9096,Unkindled Thaumaturgic Plate Leggings,10000293,20,0.5
9391,Lugian Crest,100002ca,19,
14423,Folded Strathelar Guards Uniform,1000035c,17,0.7
14918,Emblem of Marriage,1000037f,8,
15402,Cragstone's Shield,1000037d,27,
15863,Bronze Large Kite Shield,10000099,27,
15864,Bronze Round Shield,1000015e,27,
15865,Bronze Tower Shield,1000009b,27,
15866,Bronze Cragstone's Shield,1000037d,25,
15867,Bronze Large Kite Shield,1000037d,25,
15868,Bronze Round Shield,1000015e,25,
15869,Bronze Tower Shield,1000009b,25,
20641,Cragstone's Shield,1000037d,25,
23135,Kite Shield,1000009a,4,
23683,Kite Shield,1000009a,4,
23684,Kite Shield,1000009a,4,
23686,Kite Shield,1000009a,4,
25547,Greater Olthoi Shield,100004db,,
25548,Fine Olthoi Shield,100004db,,
25549,Good Olthoi Shield,100004db,,
25550,Lesser Olthoi Shield,100004db,,
25811,Shield of Power,100004fe,1,
28163,Round Shield,1000015e,4,
35,Chainmail Basinet,1000003a,20,0.66
36,Leather Bracers,1000000c,4,0.66
37,Scalemail Bracers,1000000e,20,0.66
38,Studded Leather Bracers,1000000f,4,0.66
39,Leather Breastplate,10000055,4,0.66
40,Platemail Breastplate,10000004,20,0.33
41,Scalemail Breastplate,10000027,20,0.33
42,Studded Leather Breastplate,10000028,18,0.33
43,Yoroi Breastplate,10000025,20,0.33
45,Leather Cap,10000009,4,0.66
46,Metal Cap,10000040,20,0.66
47,Leather Coat,100000a4,4,0.66
48,Studded Leather Coat,100000a7,4,0.66
50,Leather Cuirass,1000009f,4,0.66
51,Platemail Cuirass,100000a0,20,0.66
52,Scalemail Cuirass,100000a1,20,0.66
53,Studded Leather Cuirass,100000a2,4,0.66
54,Yoroi Cuirass,100000a3,20,0.66
55,Chainmail Gauntlets,10000014,20,0.66
56,Leather Gauntlets,10000008,4,0.66
57,Platemail Gauntlets,10000011,20,0.66
58,Scalemail Gauntlets,10000012,20,0.66
59,Studded Leather Gauntlets,10000013,4,0.66
60,Leather Girth,10000043,4,0.66
61,Platemail Girth,10000045,20,0.33
62,Scalemail Girth,10000046,20,0.66
63,Studded Leather Girth,10000048,4,0.66
64,Yoroi Girth,10000047,20,0.66
65,Leather Greaves,10000057,4,0.66
66,Platemail Greaves,10000049,20,0.33
67,Scalemail Greaves,1000004a,20,0.66
68,Studded Leather Greaves,1000004b,4,0.66
69,Yoroi Greaves,1000004c,20,0.66
71,Chainmail Hauberk,10000006,20,0.66
72,Platemail Hauberk,100000a5,20,0.66
73,Scalemail Hauberk,100000a6,20,0.66
74,Heaume,100000ad,20,0.66
75,Helmet,1000002c,20,0.66
76,Horned Helm,1000002d,20,0.66
77,Kabuton,10000022,20,0.33
78,Kote,1000003f,20,0.33
80,Chainmail Leggings,10000015,20,0.33
81,Leather Leggings,1000004d,4,0.66
82,Platemail Leggings,10000016,20,0.66
83,Scalemail Leggings,10000017,20,0.66
84,Studded Leather Leggings,10000019,18,0.66
85,Chainmail Coif,10000034,20,0.66
86,Leather Pauldrons,1000004f,4,0.66
87,Platemail Pauldrons,10000050,20,0.33
88,Scalemail Pauldrons,10000051,20,0.66
89,Studded Leather Pauldrons,10000052,4,0.66
90,Yoroi Pauldrons,10000053,20,0.66
96,Chainmail Shirt,100000a8,20,1
97,Leather Shirt,100000a9,4,0.66
98,Scalemail Shirt,100000ab,20,0.66
99,Studded Leather Shirt,100000ac,4,0.66
101,Chainmail Sleeves,10000030,20,0.66
102,Leather Sleeves,1000002e,4,0.66
103,Platemail Sleeves,10000032,20,0.66
104,Scalemail Sleeves,10000031,20,0.66
105,Studded Leather Sleeves,1000002f,4,0.66
106,Yoroi Sleeves,10000033,20,0.66
107,Sollerets,10000054,20,0.66
108,Chainmail Tassets,100003d7,20,0.66
109,Leather Tassets,100003d4,4,0.66
110,Platemail Tassets,100003d5,20,0.33
111,Scalemail Tassets,100003d3,20,0.66
112,Studded Leather Tassets,100003d8,4,0.66
113,Yoroi Tassets,100003d6,20,0.66
114,Platemail Vambraces,1000000d,20,0.33
115,Leather Boots,10000007,4,0.1
116,Studded Leather Boots,10000056,4,0.1
296,Crown,10000035,21,0.66
413,Chainmail Bracers,1000003e,20,0.66
414,Chainmail Breastplate,10000026,20,0.66
415,Chainmail Girth,10000041,20,0.66
416,Chainmail Pauldrons,1000004e,20,0.66
458,Leather Cowl,1000000a,4,0.66
550,Baigha,100000ae,20,0.66
551,Leather Basinet,10000038,4,0.66
552,Scalemail Basinet,1000003b,20,0.66
554,Studded Leather Basinet,10000039,4,0.5
723,Studded Leather Cowl,1000000a,4,0.66
793,Scalemail Coif,1000009d,20,0.66
1453,Fire Bracers,1000000c,14,0.66
1518,Superior Helmet,1000002c,20,0.66
2017,Green Mire Yoroi Cuirass,100000a3,8,0.66
2032,Branith's Shirt,1000046d,4,0.66
2437,Yoroi Leggings,100000f1,20,0.66
2605,Chainmail Greaves,100000f0,20,0.66
4222,Armoredillo Hide Bracers,100004d2,4,0.66
5893,Hoary Mattekar Robe,10000314,61,1
6003,Koujia Breastplate,1000018c,20,0.33
6004,Koujia Leggings,10000189,20,0.66
6005,Koujia Sleeves,1000018b,9,0.66
6043,Celdon Girth,10000183,20,0.33
6044,Celdon Breastplate,10000188,20,0.33
6045,Celdon Leggings,10000184,20,0.66
6046,Amuli Coat,100001a1,20,0.66
6047,Amuli Leggings,100001a0,9,0.5
6048,Celdon Sleeves,10000187,20,0.66
7897,Steel Toed Boots,10000239,4,0.1
8396,Heaume,100000ad,20,0.33
8488,Armet,1000026b,20,0.66
8489,Heaume,10000278,20,0.66
8636,Hoory Mattekar Robe,10000315,67,1
8685,A Pair Of Society Leather Bracers,1000000c,1,0.3
8686,A Pair Of Explorer Leather Bracers,100004e2,27,0.66
9032,Exarch Plate Coat,10000294,2,0.5
9033,Exarch Plate Coat,10000294,9,0.5
9034,Exarch Plate Coat,10000294,20,0.5
9082,Thaumaturgic Plate Coat,10000291,2,0.5
9083,Thaumaturgic Plate Coat,10000291,9,0.5
9084,Thaumaturgic Plate Coat,10000291,20,0.5
12138,Helm of the Simulacra,10000325,2,
12139,Imbued Helm of the Simulacra,10000325,5,0.66
13239,Leather Cap,10000009,4,0.66
13240,Leather Gauntlets,10000008,4,0.66
13241,Leather Leggings,1000004d,4,0.66
21150,Covenant Sollerets,100003e2,20,0.66
21151,Covenant Bracers,100003dc,20,0.33
21152,Covenant Breastplate,100003e4,20,0.33
21153,Covenant Gauntlets,100003dd,20,0.66
21154,Covenant Girth,100003de,20,0.33
21155,Covenant Greaves,100003df,20,0.33
21156,Covenant Helm,100003e0,20,0.66
21157,Covenant Pauldrons,100003e1,20,0.33
21159,Covenant Tassets,100003e3,20,0.33
22024,Full Mu-miyah Guise,100003fc,46,0.66
22551,Atlatl Tattoo,10000429,1,0.33
22552,Axe Tattoo,1000042a,2,0.33
22553,Bow Tattoo,1000042b,3,0.33
22554,Crossbow Tattoo,1000042c,4,0.33
22555,Dagger Tattoo,1000042d,5,0.33
22556,Mace Tattoo,1000042e,6,0.33
22561,Spear Tattoo,1000042f,7,0.33
22562,Staff Tattoo,10000430,8,0.33
22563,Sword Tattoo,10000431,9,0.33
22564,Unarmed Tattoo,10000432,10,1
23592,Gauntlets of Marksmanship,1000028c,4,0.66
23930,Auroric Exarch Coat,1000044a,2,0.5
23931,Auroric Exarch Coat,1000044a,8,0.5
23932,Auroric Exarch Coat,1000044a,14,0.5
23933,Luminescent Thaumaturgic Coat,1000044b,2,0.5
23934,Luminescent Thaumaturgic Coat,1000044b,8,0.5
23935,Luminescent Thaumaturgic Coat,1000044b,14,0.5
24455,Missile Specialist's Gauntlets,1000049c,14,0.66
24456,Missile Specialist's Gauntlets,1000049c,14,0.66
24458,Light Weapons Specialist's Gauntlets,1000049c,14,0.66
24460,Finesse Weapons Specialist's Gauntlets,1000049c,14,0.66
24462,Light Weapons Specialist's Gauntlets,1000049c,14,0.66
24464,Light Weapons Specialist's Gauntlets,1000049c,14,0.66
24465,Light Weapons Specialist's Gauntlets,1000049c,14,0.66
24466,Light Weapons Specialist's Gauntlets,1000049c,14,0.66
24468,Heavy Weapons Specialist's Gauntlets,1000049c,14,0.66
24469,Missile Specialist's Gauntlets,1000049c,14,0.66
25528,Hearty Reedshark Robe,100004d6,8,0
25636,Leather Helm,100004e7,4,0.66
25637,Leather Bracers,100004e2,4,0.66
25638,Leather Vest,100004ec,4,0.66
25639,Leather Jerkin,100004e1,4,0.66
25640,Leather Cowl,100004e8,4,0.66
25641,Leather Cuirass,100004e3,4,0.66
25642,Leather Gauntlets,100004e4,4,0.66
25643,Leather Girth,100004ea,4,0.66
25644,Leather Greaves,100004df,4,0.66
25645,Leather Leggings,100004de,4,0.66
25646,Long Leather Gauntlets,100004e5,4,
25647,Leather Pants,100004ed,4,0.66
25648,Leather Pauldrons,100004eb,4,0.66
25649,Leather Shirt,100004dc,4,0.66
25650,Leather Shorts,100004dd,4,0.66
25651,Leather Sleeves,100004e0,4,0.66
25652,Leather Tassets,100004e9,4,0.66
25661,Leather Boots,100004e6,4,0.1
25840,Snarl's Jerkin,10000511,4,0.66
25982,Battle Pants,1000052d,61,0
26004,Crown of Bone,10000530,39,0.66
27215,Chiran Coat,1000053d,20,0.66
27216,Chiran Gauntlets,1000053f,20,0.66
27217,Chiran Helm,10000541,20,0.33
27218,Chiran Leggings,10000540,20,0
27219,Chiran Sandals,1000053e,20,0.66
27220,Lorica Boots,10000542,20,0.66
27221,Lorica Breastplate,10000547,20,0.33
27222,Lorica Gauntlets,10000543,20,0.66
27223,Lorica Helm,10000544,20,0.33
27224,Lorica Leggings,10000545,20,0.66
27225,Lorica Sleeves,10000546,20,0.66
27226,Nariyid Boots,1000054c,20,0.66
27227,Nariyid Breastplate,1000054b,20,0.33
27228,Nariyid Gauntlets,1000054e,20,0.66
27229,Nariyid Girth,10000548,20,0.33
27230,Nariyid Helm,1000054d,20,0.33
27231,Nariyid Leggings,1000054a,20,0.66
27232,Nariyid Sleeves,10000549,20,0.66
28611,Viamontian Laced Boots,100005b5,,0.1
28617,Alduressa Helm,100005bd,20,0.096
28618,Diforsa Helm,100005be,20,
28620,Alduressa Leggings,100005bf,20,0.096
28621,Diforsa Leggings,100005c0,20,
28622,Tenassa Leggings,100005c1,20,0.579
28623,Diforsa Pauldrons,100005c2,20,
28624,Tenassa Sleeves,100005c3,20,0.579
28625,Diforsa Sollerets,100005c4,20,
28626,Diforsa Tassets,100005c5,20,
28627,Diforsa Bracers,100005c6,20,
28628,Diforsa Breastplate,100005c7,20,
28629,Alduressa Coat,100005c8,20,0.096
28630,Diforsa Cuirass,100005c9,20,
28632,Diforsa Gauntlets,100005cb,20,
28633,Diforsa Girth,100005cc,20,
28634,Diforsa Greaves,100005cd,20,
28814,Lorca Sammel's Gauntlets,100005d4,,
28852,Fiun Spellcasting Gloves,100005d5,,
29050,Ruschk Hunter Leggings,100005d6,1,0
29058,Helm of Gratitude,100005d7,1,0
29364,Silver Invader Lord Helm,100005d8,,
29365,Blooded Silver Invader Lord Helm,100005d9,1,0
29366,Copper Invader Lord Helm,100005da,,
29367,Blooded Copper Invader Lord Helm,100005db,1,0
29368,Gold Invader Lord Helm,100005dc,,
29369,Blooded Gold Invader Lord Helm,100005dd,1,0
29370,Platinum Invader Lord Helm,100005de,,
29371,Blooded Platinum Invader Lord Helm,100005df,,
29494,Breastplate of Karlun,100005e1,39,0
29514,Noble Coat,1000058d,21,0.66
29515,Noble Coat of Balance,1000058d,21,0.66
29516,Noble Coat of Health,1000058d,21,0.66
29517,Noble Coat of Brilliance,1000058d,21,0.66
29518,Noble Coat of Speed,1000058d,21,0.66
29519,Noble Coat of Will,1000058d,21,0.66
29520,Noble Coat of Might,1000058d,21,0.66
29521,Noble Gauntlets,1000058b,21,0.66
29522,Noble Gauntlets of Balance,1000058b,21,0.66
29523,Noble Gauntlets of Health,1000058b,21,0.66
29524,Noble Gauntlets of Brilliance,1000058b,21,0.66
29525,Noble Gauntlets of Speed,1000058b,21,0.66
29526,Noble Gauntlets of Will,1000058b,21,0.66
29527,Noble Gauntlets of Strength,1000058b,21,0.66
29528,Noble Helm,1000058f,21,0.66
29529,Noble Helm of Balance,1000058f,21,0.66
29530,Noble Helm of Health,1000058f,21,0.66
29531,Noble Helm of Brilliance,1000058f,21,0.66
29532,Noble Helm of Speed,1000058f,21,0.66
29533,Noble Helm of Will,1000058f,21,0.66
29534,Noble Helm of Might,1000058f,21,0.66
29543,Armsman's Robe,10000590,21,1
30367,Footman's Boots,100005e3,1,0.66
30368,Steel Wall Boots,100005e4,1,
30369,Tracker Boots,100005e5,1,
30393,Suzuhara's Girth of Flame Protection,10000597,14,0.66
30510,Adept's Fervor,100005e6,1,0.66
30511,Gelidite Mitre,100005e7,4,0.66
30512,Imperial Chevaird's Helm,100005e8,1,0.66
30513,Greaves of Leikotha's Tears,100005e9,4,0.66
30514,Gelidite Greaves,100005ea,4,0.66
30515,Gelidite Tassets,100005eb,4,0.66
30516,Tassets of Leikotha's Tears,100005ec,4,0.66
30517,Gelidite Girth,100005ed,4,0.66
30518,Girth of Leikotha's Tears,100005ee,4,0.66
30519,Gelidite Breastplate,100005ef,4,0.66
30520,Breastplate of Leikotha's Tears,100005f0,4,0.66
30521,Pauldrons of Leikotha's Tears,100005f1,4,0.66
30522,Gelidite Pauldrons,100005f2,4,0.66
30523,Bracers of Leikotha's Tears,100005f3,4,0.66
30524,Gelidite Bracers,100005f4,4,0.66
30525,Gauntlets of Leikotha's Tears,100005f5,4,0.66
30526,Gelidite Gauntlets,100005f6,4,0.66
30527,Valkeer's Helm,100005f7,1,0.66
30528,Helm of Leikotha's Tears,100005f8,4,0.66
30529,Gelidite Boots,100005f9,1,
30530,Dusk Leggings,100005fa,1,0.66
30531,Patriarch's Twilight Tights,100005fb,1,0.66
30532,Dusk Coat,100005fc,1,
30533,Patriarch's Twilight Coat,100005fd,1,
30534,Gauntlets of the Crimson Star,100005fe,1,0.66
30546,Coat of the Zaikhal Defender,100005c8,30,
30645,Aviator's Cap,1000059e,4,0.66
30948,Diforsa Hauberk,100005e0,20,
30949,Diforsa Sleeves,100005e2,20,
30950,Alduressa Boots,100005d3,20,0.1
30951,Alduressa Gauntlets,1000060e,20,0.66
31026,Tenassa Breastplate,100005ca,20,0.579
31249,Viamontian Laced Boots,100005b5,,0.1
31322,Squalid Leggings,10000615,21,
31363,Axe Head Helm,10000614,4,
31393,Mitts of the Hunter,10000624,4,0
31394,Circle of Raven Might,10000623,4,
31510,Surloshen's Helm,10000620,2,
31708,Hea Bone and Hide Shirt,10000630,4,0
31751,Squalid Coat,10000616,21,
31864,Teardrop Crown,1000063b,21,0.66
31865,Circlet,1000063d,21,0.66
31866,Coronet,1000063c,21,0.66
31867,Diadem,1000063e,21,0.66
31868,Signet Crown,1000063a,21,0.66
32148,Shadow Wings Breastplate,1000064b,39,0.66
32149,White Rabbit Mask,1000064c,4,0
32151,Virindi Desecrator Mask,10000660,4,
32156,Maddened Fiun Mask,1000064d,4,0.66
32157,Hollow Minion Mask,1000064e,4,0.66
32158,Homunculus Mask,1000064f,4,0
32159,Penguin Mask,10000650,4,0
32160,Uber Penguin Mask,10000651,4,0.66
32161,Ruschk Mask,10000652,4,0
32162,Snowman Mask,10000653,4,0.66
32163,Two Headed Snowman Mask,10000654,4,0
32165,Giant Snowman Mask,10000656,4,0.66
32166,Snowman Mask with Hat,10000657,4,0.66
32167,Snowman Mask with Fez,10000655,4,0
32168,Dual Eye Patch,1000065c,39,0
32169,Eye Patch,1000065a,39,
32249,Noble Gauntlets of Loyalty,1000058b,21,0.66
32300,Nexus Commander's Helm,10000640,2,0.667
32306,Viamontian Lord's Helm,10000662,13,0
32520,Fleet Strike Gauntlets,10000664,61,
32559,Blackmoor Helm,100004b9,17,0
32630,Whispering Blade Gloves,10000667,,
32679,Whispering Blade Boots,10000669,1,0
32687,Rossu Morta Boots,1000066a,1,0
32756,Prismatic Amuli Coat,1000066d,39,
32757,Prismatic Amuli Leggings,1000066e,39,
32759,Prismatic Celdon Breastplate,1000066f,39,
32761,Prismatic Celdon Girth,10000670,39,
32762,Prismatic Celdon Leggings,10000671,39,
32765,Prismatic Celdon Sleeves,10000672,39,
32927,White Rabbit Girth,1000067d,61,
33104,Helm of Isin Dule,10000680,39,
33202,Harbinger Arm Guard,10000682,39,0
33574,Relic Alduressa Coat,10000684,14,
33575,Relic Alduressa Gauntlets,10000685,14,
33576,Relic Alduressa Helm,10000686,14,
33577,Relic Alduressa Leggings,10000687,14,
33578,Relic Alduressa Sollerets,10000688,14,
33579,Ancient Relic Vestment and Bracers,10000689,39,
33580,Ancient Relic Gauntlets,1000068a,39,
33581,Ancient Relic Helm,1000068b,39,
33582,Ancient Relic Leggings,1000068c,39,
33583,Ancient Relic Sollerets,1000068d,39,
33584,Noble Relic Coat of Brilliance,1000068e,21,
33585,Noble Relic Gauntlets of Strength,1000068f,21,
33586,Noble Relic Helm of Will,10000690,21,
33587,Noble Relic Leggings of Health,10000691,21,
33588,Noble Relic Sollerets of Speed,10000692,21,
33597,Pathwarden Plate Hauberk,100000a5,20,0.714
33598,Pathwarden Scale Hauberk,100000a6,20,0.786
33599,Pathwarden Yoroi Hauberk,10000693,20,0.714
33600,Pathwarden Diforsa Hauberk,100005e0,20,0.1
33601,Pathwarden Plate Leggings,10000016,20,0.857
33602,Pathwarden Scale Leggings,10000017,20,0.786
33603,Pathwarden Yoroi Leggings,100000f1,20,0.786
33604,Pathwarden Diforsa Leggings,100005c0,20,0.1
33605,Pathwarden Sollerets,1000028b,20,0.714
33606,Pathwarden Gauntlets,10000011,20,0.714
33607,Pathwarden Helm,1000002c,20,0.643
33821,Breastplate of Splendor,10000695,20,0
33822,Breastplate of Grace,10000696,20,0
33823,Breastplate of Power,10000697,20,0
33887,Helm of the White Totem,10000644,90,0.5
33888,Helm of the Black Totem,10000644,39,0.5
33889,Helm of the Abyssal Totem,10000644,13,
33949,Enhanced Gauntlets of Marksmanship,10000013,4,0.667
33973,Shou-jen Jika-Tabi,10000698,9,
33974,Shou-jen Shozoku Sleeve Gauntlets,1000069a,9,
33975,Shou-jen Shozoku Jacket,10000699,9,
33976,Shou-jen Shozoku Mask,1000069c,9,
33977,Shou-jen Shozoku Trousers,1000069b,9,
34025,Falatacot Abbess Mask,1000069f,69,
34026,Mask of the Hopeslayer,100006a0,9,
34027,Shadow Mask,10000674,39,
34040,Fiun Crown,100006b4,21,0.667
34100,The Red Bull,100006a2,14,
34143,The Boar of Cinghalle,100006a4,8,
34144,The Stag of Bellenesse,100006a5,9,
34214,The Dragon of Power,100006ad,8,
34217,Mask of the Malik,100006b5,13,
34218,The Helm of the Golden Flame,100006b6,21,
34255,Karlun's Visage,100006b7,14,
35805,Fists of Stone,100005cb,20,0.1
35857,Mask of the Depths,10000660,,
35938,Tusker Skull Helm,100006de,4,
36048,Visage of the Shadow Virindi,100006e8,39,0
36174,Harbinger's Foci,100006e2,,
36352,Asheron Mask,1000065e,,
36353,Undead Sailor Mask,100006ed,4,
36354,Cow Mask,100006e3,4,
36355,Mukkir Mask,100006e6,39,
36356,Undead Captain Mask,100006ef,4,0.66
36357,Bandana with Eyepatch,100006ee,4,
36358,Undead Captain's Hat,100006f0,4,
